seriesId,seasonality,survey_name,measure_data_type,commerce_industry,commerce_sector,area,year,period,periodName,value
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2015,Q02,2nd Quarter,6731
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2015,Q01,1st Quarter,6830
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2014,Q04,4th Quarter,6579
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2014,Q03,3rd Quarter,6670
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2014,Q02,2nd Quarter,6559
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2014,Q01,1st Quarter,6534
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2013,Q04,4th Quarter,6555
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2013,Q03,3rd Quarter,6551
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2013,Q02,2nd Quarter,6478
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2013,Q01,1st Quarter,6383
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2012,Q04,4th Quarter,6415
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2012,Q03,3rd Quarter,6629
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2012,Q02,2nd Quarter,6435
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2012,Q01,1st Quarter,6132
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2011,Q04,4th Quarter,6530
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2011,Q03,3rd Quarter,6364
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2011,Q02,2nd Quarter,6384
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2011,Q01,1st Quarter,6206
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2010,Q04,4th Quarter,6486
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2010,Q03,3rd Quarter,6504
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2010,Q02,2nd Quarter,6297
BDS0000000000000000110004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2010,Q01,1st Quarter,6572
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2022,Q02,2nd Quarter,2296
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2022,Q01,1st Quarter,2464
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2021,Q04,4th Quarter,2519
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2021,Q03,3rd Quarter,2378
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2021,Q02,2nd Quarter,2285
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2021,Q01,1st Quarter,2305
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2020,Q04,4th Quarter,2278
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2020,Q03,3rd Quarter,2491
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2020,Q02,2nd Quarter,1637
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2020,Q01,1st Quarter,2062
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2019,Q04,4th Quarter,2147
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2019,Q03,3rd Quarter,2063
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2019,Q02,2nd Quarter,2068
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2019,Q01,1st Quarter,2130
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2018,Q04,4th Quarter,2126
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2018,Q03,3rd Quarter,2042
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2018,Q02,2nd Quarter,2083
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2018,Q01,1st Quarter,2106
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2017,Q04,4th Quarter,2107
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2017,Q03,3rd Quarter,1996
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2017,Q02,2nd Quarter,2038
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2017,Q01,1st Quarter,2086
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2016,Q04,4th Quarter,2044
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2016,Q03,3rd Quarter,2051
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2016,Q02,2nd Quarter,1996
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2016,Q01,1st Quarter,2022
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2015,Q04,4th Quarter,2069
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2015,Q03,3rd Quarter,2000
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2015,Q02,2nd Quarter,2014
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2015,Q01,1st Quarter,1975
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2014,Q04,4th Quarter,2012
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2014,Q03,3rd Quarter,1968
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2014,Q02,2nd Quarter,1978
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2014,Q01,1st Quarter,1940
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2013,Q04,4th Quarter,1950
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2013,Q03,3rd Quarter,1934
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2013,Q02,2nd Quarter,1924
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2013,Q01,1st Quarter,1902
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2012,Q04,4th Quarter,1918
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2012,Q03,3rd Quarter,1858
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2012,Q02,2nd Quarter,1898
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2012,Q01,1st Quarter,1972
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2011,Q04,4th Quarter,1875
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2011,Q03,3rd Quarter,1910
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2011,Q02,2nd Quarter,1878
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2011,Q01,1st Quarter,1842
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2010,Q04,4th Quarter,1883
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2010,Q03,3rd Quarter,1838
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2010,Q02,2nd Quarter,1843
BDS0000000000000000120001LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Gains,Total private,Private Sector,U.S. totals,2010,Q01,1st Quarter,1750
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2022,Q02,2nd Quarter,2345
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2022,Q01,1st Quarter,2072
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2021,Q04,4th Quarter,2030
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2021,Q03,3rd Quarter,2127
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2021,Q02,2nd Quarter,2063
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2021,Q01,1st Quarter,1938
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2020,Q04,4th Quarter,1945
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2020,Q03,3rd Quarter,1948
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2020,Q02,2nd Quarter,3216
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2020,Q01,1st Quarter,2202
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2019,Q04,4th Quarter,2049
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2019,Q03,3rd Quarter,2071
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2019,Q02,2nd Quarter,2113
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2019,Q01,1st Quarter,2027
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2018,Q04,4th Quarter,2015
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2018,Q03,3rd Quarter,2080
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2018,Q02,2nd Quarter,2070
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2018,Q01,1st Quarter,2014
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2017,Q04,4th Quarter,1977
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2017,Q03,3rd Quarter,2057
