+----------------------+------+--------+-------+--------------+
|      series id       | year | period | value |  footnotes   |
| LAUCN281070000000003 | 2020 |  M02   |  6.3  |              |
| LAUCN281070000000003 | 2020 |  M01   |  6.3  |              |
| LAUCN281070000000003 | 2019 |  M12   |  5.8  |              |
| LAUCN281070000000003 | 2019 |  M11   |  6.0  |              |
| LAUCN281070000000003 | 2019 |  M10   |  5.9  |              |
| LAUCN281070000000003 | 2019 |  M09   |  6.2  |              |
| LAUCN281070000000003 | 2019 |  M08   |  7.1  |              |
| LAUCN281070000000003 | 2019 |  M07   |  8.1  |              |
| LAUCN281070000000003 | 2019 |  M06   |  8.1  |              |
| LAUCN281070000000003 | 2019 |  M05   |  6.4  |              |
| LAUCN281070000000003 | 2019 |  M04   |  6.0  |              |
| LAUCN281070000000003 | 2019 |  M03   |  6.5  |              |
| LAUCN281070000000003 | 2019 |  M02   |  6.4  |              |
| LAUCN281070000000003 | 2019 |  M01   |  6.7  |              |
| LAUCN281070000000003 | 2018 |  M12   |  6.0  |              |
| LAUCN281070000000003 | 2018 |  M11   |  5.4  |              |
| LAUCN281070000000003 | 2018 |  M10   |  5.4  |              |
| LAUCN281070000000003 | 2018 |  M09   |  5.6  |              |
| LAUCN281070000000003 | 2018 |  M08   |  6.3  |              |
| LAUCN281070000000003 | 2018 |  M07   |  7.2  |              |
| LAUCN281070000000003 | 2018 |  M06   |  7.6  |              |
| LAUCN281070000000003 | 2018 |  M05   |  5.9  |              |
| LAUCN281070000000003 | 2018 |  M04   |  5.8  |              |
| LAUCN281070000000003 | 2018 |  M03   |  6.2  |              |
| LAUCN281070000000003 | 2018 |  M02   |  6.7  |              |
| LAUCN281070000000003 | 2018 |  M01   |  6.4  |              |
| LAUCN281070000000003 | 2017 |  M12   |  5.8  |              |
| LAUCN281070000000003 | 2017 |  M11   |  5.9  |              |
| LAUCN281070000000003 | 2017 |  M10   |  6.1  |              |
| LAUCN281070000000003 | 2017 |  M09   |  6.7  |              |
| LAUCN281070000000003 | 2017 |  M08   |  7.0  |              |
| LAUCN281070000000003 | 2017 |  M07   |  8.3  |              |
| LAUCN281070000000003 | 2017 |  M06   |  8.4  |              |
| LAUCN281070000000003 | 2017 |  M05   |  7.4  |              |
| LAUCN281070000000003 | 2017 |  M04   |  6.7  |              |
| LAUCN281070000000003 | 2017 |  M03   |  6.4  |              |
| LAUCN281070000000003 | 2017 |  M02   |  6.6  |              |
| LAUCN281070000000003 | 2017 |  M01   |  7.5  |              |
| LAUCN281070000000003 | 2016 |  M12   |  6.5  |              |
| LAUCN281070000000003 | 2016 |  M11   |  6.5  |              |
| LAUCN281070000000003 | 2016 |  M10   |  7.0  |              |
| LAUCN281070000000003 | 2016 |  M09   |  7.3  |              |
| LAUCN281070000000003 | 2016 |  M08   |  7.2  |              |
| LAUCN281070000000003 | 2016 |  M07   |  8.4  |              |
| LAUCN281070000000003 | 2016 |  M06   |  8.5  |              |
| LAUCN281070000000003 | 2016 |  M05   |  7.9  |              |
| LAUCN281070000000003 | 2016 |  M04   |  6.7  |              |
| LAUCN281070000000003 | 2016 |  M03   |  7.3  |              |
| LAUCN281070000000003 | 2016 |  M02   |  8.1  |              |
| LAUCN281070000000003 | 2016 |  M01   |  8.5  |              |
| LAUCN281070000000003 | 2015 |  M12   |  8.2  |              |
| LAUCN281070000000003 | 2015 |  M11   |  7.8  |              |
| LAUCN281070000000003 | 2015 |  M10   |  7.9  |              |
| LAUCN281070000000003 | 2015 |  M09   |  7.9  |              |
| LAUCN281070000000003 | 2015 |  M08   |  8.1  |              |
| LAUCN281070000000003 | 2015 |  M07   |  9.5  |              |
| LAUCN281070000000003 | 2015 |  M06   |  9.7  |              |
| LAUCN281070000000003 | 2015 |  M05   |  9.8  |              |
| LAUCN281070000000003 | 2015 |  M04   |  8.2  |              |
| LAUCN281070000000003 | 2015 |  M03   |  8.7  |              |
| LAUCN281070000000003 | 2015 |  M02   |  9.4  |              |
| LAUCN281070000000003 | 2015 |  M01   |  10.4 |              |
| LAUCN281070000000003 | 2014 |  M12   |  9.4  |              |
| LAUCN281070000000003 | 2014 |  M11   |  9.2  |              |
| LAUCN281070000000003 | 2014 |  M10   |  9.7  |              |
| LAUCN281070000000003 | 2014 |  M09   |  10.0 |              |
| LAUCN281070000000003 | 2014 |  M08   |  10.5 |              |
| LAUCN281070000000003 | 2014 |  M07   |  11.8 |              |
| LAUCN281070000000003 | 2014 |  M06   |  12.0 |              |
| LAUCN281070000000003 | 2014 |  M05   |  11.1 |              |
| LAUCN281070000000003 | 2014 |  M04   |  9.7  |              |
| LAUCN281070000000003 | 2014 |  M03   |  11.3 |              |
| LAUCN281070000000003 | 2014 |  M02   |  11.3 |              |
| LAUCN281070000000003 | 2014 |  M01   |  11.7 |              |
| LAUCN281070000000003 | 2013 |  M12   |  10.4 |              |
| LAUCN281070000000003 | 2013 |  M11   |  10.7 |              |
| LAUCN281070000000003 | 2013 |  M10   |  11.6 |              |
| LAUCN281070000000003 | 2013 |  M09   |  11.3 |              |
| LAUCN281070000000003 | 2013 |  M08   |  12.0 |              |
| LAUCN281070000000003 | 2013 |  M07   |  12.4 |              |
| LAUCN281070000000003 | 2013 |  M06   |  13.3 |              |
| LAUCN281070000000003 | 2013 |  M05   |  12.3 |              |
| LAUCN281070000000003 | 2013 |  M04   |  11.4 |              |
| LAUCN281070000000003 | 2013 |  M03   |  11.7 |              |
| LAUCN281070000000003 | 2013 |  M02   |  12.1 |              |
| LAUCN281070000000003 | 2013 |  M01   |  12.9 |              |
| LAUCN281070000000003 | 2012 |  M12   |  11.5 |              |
| LAUCN281070000000003 | 2012 |  M11   |  10.9 |              |
| LAUCN281070000000003 | 2012 |  M10   |  11.5 |              |
| LAUCN281070000000003 | 2012 |  M09   |  11.6 |              |
| LAUCN281070000000003 | 2012 |  M08   |  12.0 |              |
| LAUCN281070000000003 | 2012 |  M07   |  12.6 |              |
| LAUCN281070000000003 | 2012 |  M06   |  12.7 |              |
| LAUCN281070000000003 | 2012 |  M05   |  12.0 |              |
| LAUCN281070000000003 | 2012 |  M04   |  11.0 |              |
| LAUCN281070000000003 | 2012 |  M03   |  12.0 |              |
| LAUCN281070000000003 | 2012 |  M02   |  12.6 |              |
| LAUCN281070000000003 | 2012 |  M01   |  12.6 |              |
| LAUCN281070000000003 | 2011 |  M12   |  12.4 |              |
| LAUCN281070000000003 | 2011 |  M11   |  12.2 |              |
| LAUCN281070000000003 | 2011 |  M10   |  12.7 |              |
| LAUCN281070000000003 | 2011 |  M09   |  13.0 |              |
| LAUCN281070000000003 | 2011 |  M08   |  13.3 |              |
| LAUCN281070000000003 | 2011 |  M07   |  14.0 |              |
| LAUCN281070000000003 | 2011 |  M06   |  14.1 |              |
| LAUCN281070000000003 | 2011 |  M05   |  13.1 |              |
| LAUCN281070000000003 | 2011 |  M04   |  12.3 |              |
| LAUCN281070000000003 | 2011 |  M03   |  12.4 |              |
| LAUCN281070000000003 | 2011 |  M02   |  12.7 |              |
| LAUCN281070000000003 | 2011 |  M01   |  12.7 |              |
| LAUCN281070000000003 | 2010 |  M12   |  12.6 |              |
| LAUCN281070000000003 | 2010 |  M11   |  12.5 |              |
| LAUCN281070000000003 | 2010 |  M10   |  12.2 |              |
| LAUCN281070000000003 | 2010 |  M09   |  12.5 |              |
| LAUCN281070000000003 | 2010 |  M08   |  11.9 |              |
| LAUCN281070000000003 | 2010 |  M07   |  14.1 |              |
| LAUCN281070000000003 | 2010 |  M06   |  13.6 |              |
| LAUCN281070000000003 | 2010 |  M05   |  13.6 |              |
| LAUCN281070000000003 | 2010 |  M04   |  12.7 |              |
| LAUCN281070000000003 | 2010 |  M03   |  13.8 |              |
| LAUCN281070000000003 | 2010 |  M02   |  14.2 |              |
| LAUCN281070000000003 | 2010 |  M01   |  14.8 |              |
+----------------------+------+--------+-------+--------------+
