seriesId,seasonality,survey_name,measure_data_type,commerce_industry,commerce_sector,area,year,period,periodName,value
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2021,M05,May,145392
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2021,M04,April,144402
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2021,M03,March,143308
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2021,M02,February,142129
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2021,M01,January,140974
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M13,Annual,142186
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M12,December,143604
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M11,November,144116
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M10,October,143564
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M09,September,141957
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M08,August,140727
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M07,July,139105
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M06,June,138507
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M05,May,133422
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M04,April,130253
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M03,March,149952
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M02,February,150967
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2020,M01,January,150056
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M13,Annual,150904
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M12,December,152845
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M11,November,153095
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M10,October,152500
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M09,September,151510
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M08,August,151094
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M07,July,150658
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M06,June,151714
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M05,May,151093
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M04,April,150422
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M03,March,149360
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M02,February,148683
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2019,M01,January,147878
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M13,Annual,148908
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M12,December,150831
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M11,November,151032
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M10,October,150553
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M09,September,149545
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M08,August,149236
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M07,July,148767
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M06,June,149930
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M05,May,149264
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M04,April,148329
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M03,March,147352
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M02,February,146649
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2018,M01,January,145412
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M13,Annual,146607
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M12,December,148509
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M11,November,148758
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M10,October,148182
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M09,September,147169
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M08,August,146782
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M07,July,146464
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M06,June,147566
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M05,May,146924
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M04,April,146086
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M03,March,145062
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M02,February,144405
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2017,M01,January,143376
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M13,Annual,144335
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M12,December,146252
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M11,November,146465
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M10,October,146032
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M09,September,145150
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M08,August,144485
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M07,July,144232
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M06,June,145205
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M05,May,144540
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M04,April,143893
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M03,March,142797
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M02,February,141901
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2016,M01,January,141072
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M13,Annual,141824
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M12,December,144045
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M11,November,144049
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M10,October,143626
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M09,September,142477
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M08,August,141921
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M07,July,141729
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M06,June,142681
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M05,May,142205
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M04,April,141264
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M03,March,140080
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M02,February,139323
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2015,M01,January,138491
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M13,Annual,138939
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M12,December,141306
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M11,November,141314
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M10,October,140848
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M09,September,139793
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M08,August,139105
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M07,July,138727
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M06,June,139804
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M05,May,139217
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M04,April,138306
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M03,March,137169
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M02,February,136211
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2014,M01,January,135471
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M13,Annual,136363
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M12,December,138274
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M11,November,138525
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M10,October,138001
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M09,September,137077
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M08,August,136471
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M07,July,136034
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M06,June,137209
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M05,May,136797
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M04,April,135905
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M03,March,134901
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M02,February,134102
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2013,M01,January,133063
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2012,M13,Annual,134157
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2012,M12,December,135947
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2012,M11,November,136023
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2012,M10,October,135633
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2012,M09,September,134783
CEU0000000001,Not Seasonally Adjusted,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National)","ALL EMPLOYEES, THOUSANDS",Total nonfarm,Total nonfarm,,2012,M08,August,134156
