+----------------+------+--------+---------+-----------+
|   series id    | year | period |  value  | footnotes |
| CUUR0000SA0L1E | 2017 |  M04   | 251.642 |           |
| CUUR0000SA0L1E | 2017 |  M03   | 251.290 |           |
| CUUR0000SA0L1E | 2017 |  M02   | 251.143 |           |
| CUUR0000SA0L1E | 2017 |  M01   | 250.083 |           |
| CUUR0000SA0L1E | 2016 |  M12   | 249.134 |           |
| CUUR0000SA0L1E | 2016 |  M11   | 249.227 |           |
| CUUR0000SA0L1E | 2016 |  M10   | 249.218 |           |
| CUUR0000SA0L1E | 2016 |  M09   | 248.731 |           |
| CUUR0000SA0L1E | 2016 |  M08   | 248.278 |           |
| CUUR0000SA0L1E | 2016 |  M07   | 247.744 |           |
| CUUR0000SA0L1E | 2016 |  M06   | 247.794 |           |
| CUUR0000SA0L1E | 2016 |  M05   | 247.544 |           |
| CUUR0000SA0L1E | 2016 |  M04   | 246.992 |           |
| CUUR0000SA0L1E | 2016 |  M03   | 246.358 |           |
| CUUR0000SA0L1E | 2016 |  M02   | 245.680 |           |
| CUUR0000SA0L1E | 2016 |  M01   | 244.528 |           |
| CUUR0000SA0L1E | 2015 |  M12   | 243.779 |           |
| CUUR0000SA0L1E | 2015 |  M11   | 244.075 |           |
| CUUR0000SA0L1E | 2015 |  M10   | 243.985 |           |
| CUUR0000SA0L1E | 2015 |  M09   | 243.359 |           |
| CUUR0000SA0L1E | 2015 |  M08   | 242.651 |           |
| CUUR0000SA0L1E | 2015 |  M07   | 242.436 |           |
| CUUR0000SA0L1E | 2015 |  M06   | 242.354 |           |
| CUUR0000SA0L1E | 2015 |  M05   | 242.119 |           |
| CUUR0000SA0L1E | 2015 |  M04   | 241.802 |           |
| CUUR0000SA0L1E | 2015 |  M03   | 241.067 |           |
| CUUR0000SA0L1E | 2015 |  M02   | 240.083 |           |
| CUUR0000SA0L1E | 2015 |  M01   | 239.248 |           |
| CUUR0000SA0L1E | 2014 |  M12   | 238.775 |           |
| CUUR0000SA0L1E | 2014 |  M11   | 239.248 |           |
| CUUR0000SA0L1E | 2014 |  M10   | 239.413 |           |
| CUUR0000SA0L1E | 2014 |  M09   | 238.841 |           |
| CUUR0000SA0L1E | 2014 |  M08   | 238.296 |           |
| CUUR0000SA0L1E | 2014 |  M07   | 238.138 |           |
| CUUR0000SA0L1E | 2014 |  M06   | 238.157 |           |
| CUUR0000SA0L1E | 2014 |  M05   | 238.029 |           |
| CUUR0000SA0L1E | 2014 |  M04   | 237.509 |           |
| CUUR0000SA0L1E | 2014 |  M03   | 236.913 |           |
| CUUR0000SA0L1E | 2014 |  M02   | 236.075 |           |
| CUUR0000SA0L1E | 2014 |  M01   | 235.367 |           |
| CUUR0000SA0L1E | 2013 |  M12   | 235.000 |           |
| CUUR0000SA0L1E | 2013 |  M11   | 235.243 |           |
| CUUR0000SA0L1E | 2013 |  M10   | 235.162 |           |
| CUUR0000SA0L1E | 2013 |  M09   | 234.782 |           |
| CUUR0000SA0L1E | 2013 |  M08   | 234.258 |           |
| CUUR0000SA0L1E | 2013 |  M07   | 233.792 |           |
| CUUR0000SA0L1E | 2013 |  M06   | 233.640 |           |
| CUUR0000SA0L1E | 2013 |  M05   | 233.462 |           |
| CUUR0000SA0L1E | 2013 |  M04   | 233.236 |           |
| CUUR0000SA0L1E | 2013 |  M03   | 233.052 |           |
| CUUR0000SA0L1E | 2013 |  M02   | 232.432 |           |
| CUUR0000SA0L1E | 2013 |  M01   | 231.612 |           |
+----------------+------+--------+---------+-----------+
