"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.61666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,6.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,6.00833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.75,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,5.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,6.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,4.5,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,9.3,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,9.55833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,8.075,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.81666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.6,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.94166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.675,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.88333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,6.69166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.425,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,4.5,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.43163393916667,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.13862064333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.27377120166667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.225,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.54166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.6,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.8,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.275,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.75,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.45833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.23333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.21666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.375,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.89166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,7.11666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,6.59166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,6.04166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SVK","Slovak Republic","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,6.65833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SVK","Slovak Republic","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,6.825,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SVK","Slovak Republic","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,6.14166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,15.5333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,14.7916666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,12.9166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,8.54166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,8.8,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,7.46666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.81532795489938,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.09819164036054,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","TUR","Türkiye","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,13.1416666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","TUR","Türkiye","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,12.0333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","TUR","Türkiye","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,10.4833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.575,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.525,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.725,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,8.09166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.36666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.65,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,10.7702445538302,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,8.86145062107872,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,7.87802803886906,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,6.88333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,6.20833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,5.575,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.325,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.95833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.76666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.98333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2022","2022","PC","Percentage","0","Units",,,4.025,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,5.17964153333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,6.91395116666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,7.10563163333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,6.80550623333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,5.9063058,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,5.14308996666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,4.65144823333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,4.6799873,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,4.0242296,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,3.78040256666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,3.50972716666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,3.46884973333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,4.56666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,6.56666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,6.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,6.73333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,5.66666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,5.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,4.56666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,4.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,5.06666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,5,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,5.1,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,5.1,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,6.23333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,5.86666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,6.66666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,6.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,6.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,5.8,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,5.33333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,5.8,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,5.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,5.7,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,6.53333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,13.3666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,10.1333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,8.86666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,8.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,8.06666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,7.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,6.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,5.73333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,5.13333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,5.13333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CAN","Canada","ST","Level, ratio or index","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,5.1,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CZE","Czech Republic","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.86666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CZE","Czech Republic","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,2.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CZE","Czech Republic","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,2.86666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","CZE","Czech Republic","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,3.06666666666667,,
